Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
other_lab_visit,other_labs,This CRF is to be utilized if a patient has labs drawn that are not listed in the study calendar and associated with a related adverse event,radio,Visit ID,"Screen, Screen | Cycle, Cycle | EOT, EOT | Unsched, Unscheduled",,,,,,,y,,,,,
other_lab_cycle,other_labs,,text,Cycle Number,,,number,,,,[other_lab_visit] = 'Cycle',y,RH,,,,
other_lab_date,other_labs,,text,Date of Labs,,,date_mdy,,,,,y,RH,,,,
other_lab_loc,other_labs,,text,Lab Location Name,,,,,,,,y,,,,,
other_lab_name,other_labs,,text,Lab Test Name,,Name of other lab collected ,,,,,,y,RH,,,,
other_lab_value,other_labs,,text,Lab Test Value,,,,,,,,y,RH,,,,
other_lab_unit,other_labs,,text,Lab Test Unit of Measure,,"For example:  mg/dL, g/dL, U/L, etc",,,,,,y,RH,,,,
other_lab_comm,other_labs,,notes,Comment,,,,,,,,,LH,,,,
ecg_coll,ecg,,radio,Was an ECG performed?,"Yes, Yes | No, No","If no, please add to protocol deviation log ",,,,,,y,RH,,,,
ecg_date,ecg,,text,Date Performed,,,date_mdy,1/1/2016,,,[ecg_coll] = 'Yes',y,,,,,
ecg_time,ecg,,text,Time Performed,,,time,,,,[ecg_coll] = 'Yes',y,,,,,
ecg_result,ecg,,radio,ECG Interpretation,"Normal, Normal | Abnormal, Abnormal - NCS | CSabnormal, Abnormal - CS","if abnormal, provide comments",,,,,[ecg_coll] = 'Yes',y,,,,,
ecg_abn,ecg,,notes,Specify Abnormality,,,,,,,[ecg_result] = 'Abnormal' or [ecg_result] = 'CSabnormal',y,LH,,,,
ecg_comm,ecg,,notes,Comments,,,,,,,,,LV,,,,
recist,recistirecist,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;""> <tbody> <tr> <td style=""width: 33.3333%;"">Was RECIST read performed?</td> <td style=""width: 33.3333%;"">Date of Scan</td> <td style=""width: 33.3333%;"">Scan Modality</td> </tr> <tr> <td style=""width: 33.3333%;"">{scan_coll}</td> <td style=""width: 33.3333%;"">{scan_date}</td> <td style=""width: 33.3333%;"">{scan_modality}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
scan_coll,recistirecist,,yesno,Was RECIST read performed?,,"If no, please add to protocol deviation log.",,,,,,y,RH,,,,
scan_date,recistirecist,,text,Date of Scan,,,date_mdy,,,,[scan_coll] = '1',y,,,,,
scan_modality,recistirecist,,radio,Scan Modality,"CT, CT | MRI, MRI | CTMRI, CT/MRI | PET, PET-CT",CT (chest)/MRI (abdomen and pelvis) for patients with contrast allergy,,,,,[scan_coll] = '1',y,,,,,
recistreminder,recistirecist,,descriptive,"
     REMINDER:  
        - Maximum 2 Target Lesions per organ at baseline read
        - Maximum 5 Target Lesions total at baseline read
        - Longest diameter should be measured for    non-nodal lesions
        - Shortest diameter should be measured for lymph nodes

---",,,,,,,[scan_coll] = '1',,,,,,
tumorlesions,recistirecist,Target Lesions,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 95.8731%; height: 119px;"" border=""1""> <tbody> <tr style=""height: 20px;""> <td style=""width: 25%; text-align: center; height: 20px;""> </td> <td style=""width: 57.5792%; text-align: center; height: 20px;"">Location/Description</td> <td style=""width: 16.2631%; height: 20px; text-align: left;"">Size (mm)</td> </tr> <tr style=""height: 19px;""> <td style=""width: 25%; height: 19px;""> <p>Target Lesion 1</p> <p> <span style=""font-weight: normal;""> </span></p> </td> <td style=""width: 57.5792%; height: 19px;""> <p>{tl1}<span style=""font-weight: normal;""> </span></p> <p><span style=""font-weight: normal;"">[screen_arm_1][tl1] </span></p> </td> <td style=""width: 16.2631%; height: 19px; text-align: left;""> <p>{tl1size}</p> <p> </p> </td> </tr> <tr style=""height: 20px;""> <td style=""width: 25%; height: 20px;""> <p>Target Lesion 2 </p> <p> </p> </td> <td style=""width: 57.5792%; height: 20px;""> <p>{tl2}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][tl2] </span></p> </td> <td style=""width: 16.2631%; height: 20px; text-align: left;""> <p>{tl2size}</p> <p> </p> </td> </tr> <tr style=""height: 20px;""> <td style=""width: 25%; height: 20px;""> <p>Target Lesion 3</p> <p> </p> </td> <td style=""width: 57.5792%; height: 20px;""> <p>{tl3}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][tl3]</span></p> </td> <td style=""width: 16.2631%; height: 20px; text-align: left;""> <p>{tl3size}</p> <p> </p> </td> </tr> <tr style=""height: 20px;""> <td style=""width: 25%; height: 20px;""> <p>Target Lesion 4 </p> <p> </p> </td> <td style=""width: 57.5792%; height: 20px;""> <p>{tl4}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][tl4]</span></p> </td> <td style=""width: 16.2631%; height: 20px; text-align: left;""> <p>{tl4size}</p> <p> </p> </td> </tr> <tr style=""height: 20px;""> <td style=""width: 25%; height: 20px;""> <p>Target Lesion 5 </p> <p> </p> </td> <td style=""width: 57.5792%; height: 20px;""> <p>{tl5}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][tl5]</span></p> </td> <td style=""width: 16.2631%; height: 20px; text-align: left;""> <p>{tl5size}</p> <p> </p> </td> </tr> </tbody> </table></div>",,,,,,,[scan_coll] = '1',,,,,,
tl1,recistirecist,,text,"Target Lesion 1

Screen Target Lesion 1: [screen_arm_1][tl1] 

",,location/description,,,,,[scan_coll] = '1',,,,,,
tl1size,recistirecist,,text,Target Lesion 1 - measurement,,mm,number,,,,[scan_coll] = '1',,,,,,
tl2,recistirecist,,text,"Target Lesion 2

Screen Target Lesion 2: [screen_arm_1][tl2] ",,location/description,,,,,"[tl1] <> """"",,,,,,
tl2size,recistirecist,,text,Target Lesion 2 - measurement,,mm,number,,,,"[tl1] <> """"",,,,,,
tl3,recistirecist,,text,"Target Lesion 3

Screen Target Lesion 3: [screen_arm_1][tl3] ",,location/description,,,,,"[tl2] <> """"",,,,,,
tl3size,recistirecist,,text,Target Lesion 3 - measurement,,mm,number,,,,"[tl2] <> """"",,,,,,
tl4,recistirecist,,text,"Target Lesion 4

Screen Target Lesion 4: [screen_arm_1][tl4] ",,location/description,,,,,"[tl3] <> """"",,,,,,
tl4size,recistirecist,,text,Target Lesion 4 - measurement,,mm,number,,,,"[tl3] <> """"",,,,,,
tl5,recistirecist,,text,"Target Lesion 5

Screen Target Lesion 5: [screen_arm_1][tl5] ",,location/description,,,,,"[tl4] <> """"",,,,,,
tl5size,recistirecist,,text,Target Lesion 5 - measurement,,mm,number,,,,"[tl4] <> """"",,,,,,
nontarget_lesions,recistirecist,Non-Target Lesions,yesno,Non-Target Lesions measured?,,,,,,,[scan_coll] = '1',y,RH,,,,
non_targetlesionmeas,recistirecist,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 28.4079%;""> </td> <td style=""width: 22.2886%;"">Location/Description</td> <td style=""width: 49.3034%;"">Status</td> </tr> <tr> <td style=""width: 28.4079%;""> <p>Non-Target Lesion 1</p> <p> </p> </td> <td style=""width: 22.2886%;""> <p>{nt1}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][nt1] </span></p> </td> <td style=""width: 49.3034%;""> <p>{nt1_status}</p> <p> </p> </td> </tr> <tr> <td style=""width: 28.4079%;""> <p>Non-Target Lesion 2</p> <p> </p> </td> <td style=""width: 22.2886%;""> <p>{nt2}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][nt2] </span></p> </td> <td style=""width: 49.3034%;""> <p>{nt2_status}</p> <p> </p> </td> </tr> <tr> <td style=""width: 28.4079%;""> <p>Non-Target Lesion 3</p> <p> </p> </td> <td style=""width: 22.2886%;""> <p>{nt3}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][nt3] </span></p> </td> <td style=""width: 49.3034%;""> <p>{nt3_status}</p> <p> </p> </td> </tr> <tr> <td style=""width: 28.4079%;""> <p>Non-Target Lesion 4</p> <p> </p> </td> <td style=""width: 22.2886%;""> <p>{nt4}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][nt4] </span></p> </td> <td style=""width: 49.3034%;""> <p>{nt4_status}</p> <p> </p> </td> </tr> <tr> <td style=""width: 28.4079%;""> <p>Non-Target Lesion 5</p> <p> </p> </td> <td style=""width: 22.2886%;""> <p>{nt5}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][nt5] </span></p> </td> <td style=""width: 49.3034%;""> <p>{nt5_status}</p> <p> </p> </td> </tr> <tr> <td style=""width: 28.4079%;""> <p>Non-Target Lesion 6</p> <p> </p> </td> <td style=""width: 22.2886%;""> <p>{nt6}</p> <p><span style=""font-weight: normal;"">[screen_arm_1][nt6] </span></p> </td> <td style=""width: 49.3034%;""> <p>{nt6_status}</p> <p> </p> </td> </tr> </tbody> </table></div>",,,,,,,[nontarget_lesions] = '1',,,,,,
nt1,recistirecist,,text,"Non-Target Lesion 1

Screen Non-Target Lesion 1: [screen_arm_1][nt1] ",,location/description,,,,,[nontarget_lesions] = '1',,,,,,
nt1_status,recistirecist,,radio,Non-Target Lesion 1 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,[nontarget_lesions] = '1',,LH,,,,
nt2,recistirecist,,text,"Non-Target Lesion 2

Screen Non-Target Lesion 2: [screen_arm_1][nt2] ",,location/description,,,,,"[nt1] <> """"",,,,,,
nt2_status,recistirecist,,radio,Non-Target Lesion 2 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[nt1] <> """"",,LH,,,,
nt3,recistirecist,,text,"Non-Target Lesion 3

Screen Non-Target Lesion 3: [screen_arm_1][nt3] ",,location/description,,,,,"[nt2] <> """"",,,,,,
nt3_status,recistirecist,,radio,Non-Target Lesion 3 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[nt2] <> """"",,LH,,,,
nt4,recistirecist,,text,"Non-Target Lesion 4

Screen Non-Target Lesion 4: [screen_arm_1][nt4] ",,location/description,,,,,"[nt3] <> """"",,,,,,
nt4_status,recistirecist,,radio,Non-Target Lesion 4 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[nt3] <> """"",,LH,,,,
nt5,recistirecist,,text,"Non-Target Lesion 5

Screen Non-Target Lesion 5: [screen_arm_1][nt5] ",,location/description,,,,,"[nt4] <> """"",,,,,,
nt5_status,recistirecist,New Measurable Lesions,radio,Non-Target Lesion 5 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[nt4] <> """"",,LH,,,,
nt6,recistirecist,,text,"Non-Target Lesion 6

Screen Non-Target Lesion 5: [screen_arm_1][nt6] ",,location/description,,,,,"[nt5] <> """"",,,,,,
nt6_status,recistirecist,,radio,Non-Target Lesion 6 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[nt5] <> """"",,LH,,,,
newlesions,recistirecist,,yesno,New Measurable Lesions?,,,,,,,[scan_coll] = '1',y,RH,,,,
new_lesions,recistirecist,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 33.3333%;""> </td> <td style=""width: 47.5156%; text-align: center;"">Location/Decription</td> <td style=""width: 19.151%; text-align: center;"">Size (mm)</td> </tr> <tr> <td style=""width: 33.3333%;""> <p>New Measurable Lesion 1</p> </td> <td style=""width: 47.5156%;""> <p>{new1}</p> </td> <td style=""width: 19.151%;""> <p>{new1size}</p> </td> </tr> <tr> <td style=""width: 33.3333%;""> <p>New Measurable Lesion 2</p> </td> <td style=""width: 47.5156%;""> <p>{new2}</p> </td> <td style=""width: 19.151%;""> <p>{new2size}</p> </td> </tr> <tr> <td style=""width: 33.3333%;""> <p>New Mesurable Lesion 3</p> </td> <td style=""width: 47.5156%;""> <p>{new3}</p> </td> <td style=""width: 19.151%;""> <p>{new3size}</p> </td> </tr> <tr> <td style=""width: 33.3333%;""> <p>New Mesurable Lesion 4</p> </td> <td style=""width: 47.5156%;""> <p>{new4}</p> </td> <td style=""width: 19.151%;""> <p>{new4size}</p> </td> </tr> <tr> <td style=""width: 33.3333%;""> <p>New Mesurable Lesion 5</p> </td> <td style=""width: 47.5156%;""> <p>{new5}</p> </td> <td style=""width: 19.151%;""> <p>{new5size}</p> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[newlesions] = '1',,,,,,
new1,recistirecist,,text,New Lesion 1,,location/description,,,,,[newlesions] = '1',,,,,,
new1size,recistirecist,,text,New Lesion 1 - measurement,,mm,number,,,,[newlesions] = '1',,,,,,
new2,recistirecist,,text,New Lesion 2,,location/description,,,,,"[new1] <> """"",,,,,,
new2size,recistirecist,,text,New Lesion 2  - measurement,,mm,number,,,,"[new1] <> """"",,,,,,
new3,recistirecist,,text,New Lesion 3,,location/description,,,,,"[new2] <> """"",,,,,,
new3size,recistirecist,,text,New Lesion 3 - measurement,,mm,number,,,,"[new2] <> """"",,,,,,
new4,recistirecist,,text,New Lesion 4,,location/description,,,,,"[new3] <> """"",,,,,,
new4size,recistirecist,,text,New Lesion 4 - measurement,,mm,number,,,,"[new3] <> """"",,,,,,
new5,recistirecist,,text,New Lesion 5,,location/description,,,,,"[new4] <> """"",,,,,,
new5size,recistirecist,,text,New Lesion 5 measurement,,mm,number,,,,"[new4] <> """"",,,,,,
newnonmeas,recistirecist,New Non-Measurable Lesions,yesno,New Non-Measurable Lesions?,,,,,,,[scan_coll] = '1',y,RH,,,,
new_nonmeas,recistirecist,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 25%;""> </td> <td style=""width: 25%;"">Location/Description</td> <td style=""width: 50%;"">Status</td> </tr> <tr> <td style=""width: 25%;"">New Non-Measurable Lesion 1</td> <td style=""width: 25%;"">{newnm1}</td> <td style=""width: 50%;"">{newnm1_status}</td> </tr> <tr> <td style=""width: 25%;"">New Non-Measurable Lesion 2</td> <td style=""width: 25%;"">{newnm2}</td> <td style=""width: 50%;"">{newnm2_status}</td> </tr> <tr> <td style=""width: 25%;"">New Non-Measurable Lesion 3</td> <td style=""width: 25%;"">{newnm3}</td> <td style=""width: 50%;"">{newnm3_status}</td> </tr> <tr> <td style=""width: 25%;"">New Non-Measurable Lesion 4</td> <td style=""width: 25%;"">{newnm4}</td> <td style=""width: 50%;"">{newnm4_status}</td> </tr> <tr> <td style=""width: 25%;"">New Non-Measurable Lesion 5</td> <td style=""width: 25%;"">{newnm5}</td> <td style=""width: 50%;"">{newnm5_status}</td> </tr> </tbody> </table></div>",,,,,,,[newnonmeas] = '1',,,,,,
newnm1,recistirecist,,text,New Non-Measurable Lesion 1,,location/description,,,,,[newnonmeas] = '1',,,,,,
newnm1_status,recistirecist,,radio,New Non-Measurable Lesion 1 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,[newnonmeas] = '1',,LH,,,,
newnm2,recistirecist,,text,New Non-Measurable Lesion 2,,location/description,,,,,"[newnm1] <> """"",,,,,,
newnm2_status,recistirecist,,radio,New Non-Measurable Lesion 2 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[newnm1] <> """"",,LH,,,,
newnm3,recistirecist,,text,New Non-Measurable Lesion 3,,location/description,,,,,"[newnm2] <> """"",,,,,,
newnm3_status,recistirecist,,radio,New Non-Measurable Lesion 3 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[newnm2] <> """"",,LH,,,,
newnm4,recistirecist,,text,New Non-Measurable Lesion 4,,location/description,,,,,"[newnm3] <> """"",,,,,,
newnm4_status,recistirecist,,radio,New Non-Measurable Lesion 4 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[newnm3] <> """"",,LH,,,,
newnm5,recistirecist,,text,New Non-Measurable Lesion 5,,location/description,,,,,"[newnm4] <> """"",,,,,,
newnm5_status,recistirecist,,radio,New Non-Measurable Lesion 5 status,"present, present | absent, absent | increased, increased | decreased, decreased | pd, unequivocal progression | not_assessed, not assessed",,,,,,"[newnm4] <> """"",,LH,,,,
sld_recist,recistirecist,RECIST Response,calc,RECIST Sum of Longest Diameters,"sum([tl1size],[tl2size],[tl3size],[tl4size],[tl5size])",,,,,,[scan_coll] = '1',y,RH,,,,
recist_change,recistirecist,,calc,RECIST % Change from Baseline,"if ([screen_arm_1][sld_recist] <> """",((([sld_recist]/[screen_arm_1][sld_recist])*100)-100), """")",,,,,,[scan_coll] = '1',y,RH,,,,
recistresp,recistirecist,,dropdown,RECIST Overall Response,"CR, CR | PR, PR | SD, SD | PD, PD | NA, N/A",,,,,,[scan_coll] = '1',y,RH,,,,
recist_tlresp,recistirecist,,dropdown,RECIST Target Lesion Response,"CR, CR | PR, PR | SD, SD | PD, PD | NA, N/A",,,,,,[scan_coll] = '1',y,RH,,,,
recist_ntresp,recistirecist,,dropdown,RECIST Non-Target Lesion Response,"CR, CR | NCRNPD, Non-CR / Non-PD | SD, SD | PD, PD | NE, NE | NA, N/A",,,,,,[scan_coll] = '1',y,RH,,,,
response,recistirecist,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;""> <tbody> <tr> <td style=""width: 20%;"">RECIST Sum of Longest Diameters</td> <td style=""width: 20%;"">RECIST % Change from Baseline</td> <td style=""width: 20%;"">RECIST Overall Response</td> <td style=""width: 20%;"">RECIST Target Lesion Response</td> <td style=""width: 20%;"">RECIST Non-Target lesion Response</td> </tr> <tr> <td style=""width: 20%;"">{sld_recist}</td> <td style=""width: 20%;"">{recist_change}</td> <td style=""width: 20%;"">{recistresp}</td> <td style=""width: 20%;"">{recist_tlresp}</td> <td style=""width: 20%;"">{recist_ntresp}</td> </tr> </tbody> </table></div>",,,,,,,[scan_coll] = '1',,,,,,
sum_irecist,recistirecist,"Immune RECIST (iRECIST)

",text,iRECIST New Lesion Target Sum,,,,,,,[scan_coll] = '1',y,,,,,
irecist_change,recistirecist,,text,iRECIST % Change ,,,,,,,[scan_coll] = '1',y,,,,,
irecist_response,recistirecist,,dropdown,iRECIST Response,"iCR, iCR | iPR, iPR | iSD, iSD | iUPD, iUPD | iCPD, iCPD | NA, N/A","Until there is RECIST PD, the RECIST and iRECIST assessment do not differ (e.g.  SD=iSD)",,,,,[scan_coll] = '1',y,RH,,,,
irecist_respon,recistirecist,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;""> <tbody> <tr> <td style=""width: 33.3333%;"">iRECIST New Lesion Target Sum</td> <td style=""width: 33.3333%;"">iRECIST % Change</td> <td style=""width: 33.3333%;"">iRECIST Response</td> </tr> <tr> <td style=""width: 33.3333%;"">{sum_irecist}</td> <td style=""width: 33.3333%;"">{irecist_change}</td> <td style=""width: 33.3333%;"">{irecist_response}</td> </tr> </tbody> </table></div>",,,,,,,[scan_coll] = '1',,,,,,
recistcomm,recistirecist, ,notes,Comments,,,,,,,,,LV,,,,
plerixafor,plerixafor,Plerixafor - continuous IV infusion over 7 days (D1-D8),radio,Did subject receive plerixafor?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
plerix_notgiven,plerixafor,,text,Reason treatment was not given,,,,,,,[plerixafor] = 'No',y,RH,,,,
plerix_cycle,plerixafor,,text,Cycle Number,,,number,,,,[plerixafor] = 'Yes',y,RH,,,,
plerix_dose,plerixafor,,text,Plerixafor Total Dose,,mg (per drug order),number,,,,[plerixafor] = 'Yes',y,,,,,
plerix_start,plerixafor,,text,Start Date/Time,,,datetime_mdy,,,,[plerixafor] = 'Yes',y,RH,,,,
plerix_stop,plerixafor,,text,Stop Date/Time,,Time programmed into pump unless stopped early,datetime_mdy,,,,[plerixafor] = 'Yes',y,RH,,,,
plerix_infusion_length,plerixafor,,calc,Infusion Length,"datediff([plerix_start],[plerix_stop],""h"")",Hours,,,,,[plerixafor] = 'Yes',,,,,,
plerix_vol,plerixafor,,text,Volume Received,,mls,number,,,,[plerixafor] = 'Yes',y,,,,,
plerix_interrupt,plerixafor,,radio,Was plerixafor infusion interrupted?,"Yes, Yes | No, No",,,,,,[plerixafor] = 'Yes',y,RH,,,,
plerix_no_interupt,plerixafor,,radio,Number of interruptions?,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6",,,,,,[plerix_interrupt] = 'Yes',y,RH,,,,
plerix_reason_interrupt1,plerixafor,,text,1. Reason plerixafor infusion interrupted,,,,,,,[plerix_no_interupt] = '1' or [plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_date_interrupt1,plerixafor,,text,1. Date/Time Plerixafor Interrupted ,,,datetime_mdy,,,,[plerix_no_interupt] = '1' or [plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_restart1,plerixafor,,radio,1. Infusion restarted?,"Yes, Yes | No, No",,,,,,[plerix_no_interupt] = '1' or [plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_interrupt_restart1,plerixafor,,text,1. Date/Time Infusion Restarted,,,datetime_mdy,,,,[plerix_no_interupt] = '1' or [plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_reason_interrupt2,plerixafor,,text,2. Reason plerixafor infusion interrupted,,,,,,,[plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_date_interrupt2,plerixafor,,text,2. Date/Time Plerixafor Interrupted ,,,datetime_mdy,,,,[plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_restart2,plerixafor,,radio,2. Infusion restarted?,"Yes, Yes | No, No",,,,,,[plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_interrupt_restart2,plerixafor,,text,2. Date/Time Infusion Restarted,,,datetime_mdy,,,,[plerix_no_interupt] = '2' or [plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_reason_interrupt3,plerixafor,,text,3. Reason plerixafor infusion interrupted,,,,,,,[plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_date_interrupt3,plerixafor,,text,3. Date/Time Plerixafor Interrupted ,,,datetime_mdy,,,,[plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_restart3,plerixafor,,radio,3. Infusion restarted?,"Yes, Yes | No, No",,,,,,[plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_interrupt_restart3,plerixafor,,text,3. Date/Time Infusion Restarted,,,datetime_mdy,,,,[plerix_no_interupt] = '3' or [plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_reason_interrupt4,plerixafor,,text,4. Reason plerixafor infusion interrupted,,,,,,,[plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_date_interrupt4,plerixafor,,text,4. Date/Time Plerixafor Interrupted ,,,datetime_mdy,,,,[plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_restart4,plerixafor,,radio,4. Infusion restarted?,"Yes, Yes | No, No",,,,,,[plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_interrupt_restart4,plerixafor,,text,4. Date/Time Infusion Restarted,,,datetime_mdy,,,,[plerix_no_interupt] = '4' or [plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_reason_interrupt5,plerixafor,,text,5. Reason plerixafor infusion interrupted,,,,,,,[plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_date_interrupt5,plerixafor,,text,5. Date/Time Plerixafor Interrupted ,,,datetime_mdy,,,,[plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_restart5,plerixafor,,radio,5. Infusion restarted?,"Yes, Yes | No, No",,,,,,[plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_interrupt_restart5,plerixafor,,text,5. Date/Time Infusion Restarted,,,datetime_mdy,,,,[plerix_no_interupt] = '5' or [plerix_no_interupt] = '6',y,RH,,,,
plerix_reason_interrupt6,plerixafor,,text,6. Reason plerixafor infusion interrupted,,,,,,,[plerix_no_interupt] = '6',y,RH,,,,
plerix_date_interrupt6,plerixafor,,text,6. Date/Time Plerixafor Interrupted ,,,datetime_mdy,,,,[plerix_no_interupt] = '6',y,RH,,,,
plerix_restart6,plerixafor,,radio,6. Infusion restarted?,"Yes, Yes | No, No",,,,,,[plerix_no_interupt] = '6',y,RH,,,,
plerix_interrupt_restart6,plerixafor,,text,6. Date/Time Infusion Restarted,,,datetime_mdy,,,,[plerix_no_interupt] = '6',y,RH,,,,
plerix_comm,plerixafor,,notes,Comment,,,,,,,,,LH,,,,
cemiplimab,cemiplimab,Cemiplimab - IV infusion over 30 (+/-15) minutes (D1),radio,Did subject receive Cemiplimab?,"Yes, Yes | No, No",,,,,,,y,RH,,,,
cemi_notgiven,cemiplimab,,text,Reason dose was not given,,,,,,,[cemiplimab] = 'No',y,RH,,,,
cemi_cycle,cemiplimab,,text,Cycle Number,,,number,,,,,y,RH,,,,
cemi_date,cemiplimab,,text,Date cemiplimab administered,,,date_mdy,,,,[cemiplimab] = 'Yes',y,RH,,,,
cemi_dose,cemiplimab,,text, Cemiplimab total dose,,mg,number,,,,[cemiplimab] = 'Yes',y,RH,,,,
cemi_start,cemiplimab,,text, Cemiplimab start time,,,time,,,,[cemiplimab] = 'Yes',y,RH,,,,
cemi_stop,cemiplimab,,text, Cemiplimab stop time,,enter final stop time,time,,,,[cemiplimab] = 'Yes',y,RH,,,,
cemi_time,cemiplimab,,calc,Length of  Cemiplimab Infusion,"datediff([cemi_start],[cemi_stop],""m"")","(+/-15) . If a deviation has occurred, please add to protocol deviation log ",,,,,[cemiplimab] = 'Yes',y,RH,,,,
cemi_interrupt,cemiplimab,,radio,Dose interrupted?,"Yes, Yes | No, No",,,,,,[cemiplimab] = 'Yes',y,RH,,,,
cemi_reason_interrupt,cemiplimab,,text,Reason interrupted,,,,,,,[cemi_interrupt] = 'Yes',y,RH,,,,
