Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fancf_1,genomic_mutation1,,text,FANCF,,,,,,,,,,,,,
fancf_vaf_1,genomic_mutation1,,text,FANCF_VAF,,,,,,,,,,,,,
fancg_1,genomic_mutation1,,text,FANCG,,,,,,,,,,,,,
fancg_vaf_1,genomic_mutation1,,text,FANCG_VAF,,,,,,,,,,,,,
fanci_1,genomic_mutation1,,text,FANCI,,,,,,,,,,,,,
fanci_vaf_1,genomic_mutation1,,text,FANCI_VAF,,,,,,,,,,,,,
fancl_1,genomic_mutation1,,text,FANCL,,,,,,,,,,,,,
fancl_vaf_1,genomic_mutation1,,text,FANCL_VAF,,,,,,,,,,,,,
fas_1,genomic_mutation1,,text,FAS,,,,,,,,,,,,,
fas_vaf_1,genomic_mutation1,,text,FAS_VAF,,,,,,,,,,,,,
fat1_1,genomic_mutation1,,text,FAT1,,,,,,,,,,,,,
fat1_vaf_1,genomic_mutation1,,text,FAT1_VAF,,,,,,,,,,,,,
fat3_1,genomic_mutation1,,text,FAT3,,,,,,,,,,,,,
fat3_vaf_1,genomic_mutation1,,text,FAT3_VAF,,,,,,,,,,,,,
fbxo11_1,genomic_mutation1,,text,FBXO11,,,,,,,,,,,,,
fbxo11_vaf_1,genomic_mutation1,,text,FBXO11_VAF,,,,,,,,,,,,,
fbxo31_1,genomic_mutation1,,text,FBXO31,,,,,,,,,,,,,
fbxo31_vaf_1,genomic_mutation1,,text,FBXO31_VAF,,,,,,,,,,,,,
fbxw7_1,genomic_mutation1,,text,FBXW7,,,,,,,,,,,,,
fbxw7_vaf_1,genomic_mutation1,,text,FBXW7_VAF,,,,,,,,,,,,,
fgf10_1,genomic_mutation1,,text,FGF10,,,,,,,,,,,,,
fgf10_vaf_1,genomic_mutation1,,text,FGF10_VAF,,,,,,,,,,,,,
fgf12_1,genomic_mutation1,,text,FGF12,,,,,,,,,,,,,
fgf12_vaf_1,genomic_mutation1,,text,FGF12_VAF,,,,,,,,,,,,,
fgf14_1,genomic_mutation1,,text,FGF14,,,,,,,,,,,,,
fgf14_vaf_1,genomic_mutation1,,text,FGF14_VAF,,,,,,,,,,,,,
fgf19_1,genomic_mutation1,,text,FGF19,,,,,,,,,,,,,
fgf19_vaf_1,genomic_mutation1,,text,FGF19_VAF,,,,,,,,,,,,,
fgf23_1,genomic_mutation1,,text,FGF23,,,,,,,,,,,,,
fgf23_vaf_1,genomic_mutation1,,text,FGF23_VAF,,,,,,,,,,,,,
fgf3_1,genomic_mutation1,,text,FGF3,,,,,,,,,,,,,
fgf3_vaf_1,genomic_mutation1,,text,FGF3_VAF,,,,,,,,,,,,,
fgf4_1,genomic_mutation1,,text,FGF4,,,,,,,,,,,,,
fgf4_vaf_1,genomic_mutation1,,text,FGF4_VAF,,,,,,,,,,,,,
fgf6_1,genomic_mutation1,,text,FGF6,,,,,,,,,,,,,
fgf6_vaf_1,genomic_mutation1,,text,FGF6_VAF,,,,,,,,,,,,,
fgfr1_1,genomic_mutation1,,text,FGFR1,,,,,,,,,,,,,
fgfr1_vaf_1,genomic_mutation1,,text,FGFR1_VAF,,,,,,,,,,,,,
fgfr2_1,genomic_mutation1,,text,FGFR2,,,,,,,,,,,,,
fgfr2_vaf_1,genomic_mutation1,,text,FGFR2_VAF,,,,,,,,,,,,,
fgfr3_1,genomic_mutation1,,text,FGFR3,,,,,,,,,,,,,
fgfr3_vaf_1,genomic_mutation1,,text,FGFR3_VAF,,,,,,,,,,,,,
fgfr4_1,genomic_mutation1,,text,FGFR4,,,,,,,,,,,,,
fgfr4_vaf_1,genomic_mutation1,,text,FGFR4_VAF,,,,,,,,,,,,,
fh_1,genomic_mutation1,,text,FH,,,,,,,,,,,,,
fh_vaf_1,genomic_mutation1,,text,FH_VAF,,,,,,,,,,,,,
fhit_1,genomic_mutation1,,text,FHIT,,,,,,,,,,,,,
fhit_vaf_1,genomic_mutation1,,text,FHIT_VAF,,,,,,,,,,,,,
flcn_1,genomic_mutation1,,text,FLCN,,,,,,,,,,,,,
flcn_vaf_1,genomic_mutation1,,text,FLCN_VAF,,,,,,,,,,,,,
flt1_1,genomic_mutation1,,text,FLT1,,,,,,,,,,,,,
flt1_vaf_1,genomic_mutation1,,text,FLT1_VAF,,,,,,,,,,,,,
flt3_1,genomic_mutation1,,text,FLT3,,,,,,,,,,,,,
flt3_vaf_1,genomic_mutation1,,text,FLT3_VAF,,,,,,,,,,,,,
flt4_1,genomic_mutation1,,text,FLT4,,,,,,,,,,,,,
flt4_vaf_1,genomic_mutation1,,text,FLT4_VAF,,,,,,,,,,,,,
flywc_1,genomic_mutation1,,text,FLYWC,,,,,,,,,,,,,
flywc_vaf_1,genomic_mutation1,,text,FLYWC_VAF,,,,,,,,,,,,,
flywch_1,genomic_mutation1,,text,FLYWCH,,,,,,,,,,,,,
flywch_vaf_1,genomic_mutation1,,text,FLYWCH_VAF,,,,,,,,,,,,,
flywch1_1,genomic_mutation1,,text,FLYWCH1,,,,,,,,,,,,,
flywch1_vaf_1,genomic_mutation1,,text,FLYWCH1_VAF,,,,,,,,,,,,,
foxl2_1,genomic_mutation1,,text,FOXL2,,,,,,,,,,,,,
foxl2_vaf_1,genomic_mutation1,,text,FOXL2_VAF,,,,,,,,,,,,,
foxo1_1,genomic_mutation1,,text,FOXO1,,,,,,,,,,,,,
foxo1_vaf_1,genomic_mutation1,,text,FOXO1_VAF,,,,,,,,,,,,,
foxo3_1,genomic_mutation1,,text,FOXO3,,,,,,,,,,,,,
foxo3_vaf_1,genomic_mutation1,,text,FOXO3_VAF,,,,,,,,,,,,,
foxp1_1,genomic_mutation1,,text,FOXP1,,,,,,,,,,,,,
foxp1_vaf_1,genomic_mutation1,,text,FOXP1_VAF,,,,,,,,,,,,,
fpha3_1,genomic_mutation1,,text,FPHA3,,,,,,,,,,,,,
fpha3_vaf_1,genomic_mutation1,,text,FPHA3_VAF,,,,,,,,,,,,,
frs2_1,genomic_mutation1,,text,FRS2,,,,,,,,,,,,,
frs2_vaf_1,genomic_mutation1,,text,FRS2_VAF,,,,,,,,,,,,,
fubp1_1,genomic_mutation1,,text,FUBP1,,,,,,,,,,,,,
fubp1_vaf_1,genomic_mutation1,,text,FUBP1_VAF,,,,,,,,,,,,,
gabra6_1,genomic_mutation1,,text,GABRA6,,,,,,,,,,,,,
gabra6_vaf_1,genomic_mutation1,,text,GABRA6_VAF,,,,,,,,,,,,,
gata1_1,genomic_mutation1,,text,GATA1,,,,,,,,,,,,,
gata1_vaf_1,genomic_mutation1,,text,GATA1_VAF,,,,,,,,,,,,,
gata2_1,genomic_mutation1,,text,GATA2,,,,,,,,,,,,,
gata2_vaf_1,genomic_mutation1,,text,GATA2_VAF,,,,,,,,,,,,,
gata3_1,genomic_mutation1,,text,GATA3,,,,,,,,,,,,,
gata3_vaf_1,genomic_mutation1,,text,GATA3_VAF,,,,,,,,,,,,,
gata4_1,genomic_mutation1,,text,GATA4,,,,,,,,,,,,,
gata4_vaf_1,genomic_mutation1,,text,GATA4_VAF,,,,,,,,,,,,,
gata6_1,genomic_mutation1,,text,GATA6,,,,,,,,,,,,,
gata6_vaf_1,genomic_mutation1,,text,GATA6_VAF,,,,,,,,,,,,,
gid4_1,genomic_mutation1,,text,GID4,,,,,,,,,,,,,
gid4_vaf_1,genomic_mutation1,,text,GID4_VAF,,,,,,,,,,,,,
gli1_1,genomic_mutation1,,text,GLI1,,,,,,,,,,,,,
gli1_vaf_1,genomic_mutation1,,text,GLI1_VAF,,,,,,,,,,,,,
gna11_1,genomic_mutation1,,text,GNA11,,,,,,,,,,,,,
gna11_vaf_1,genomic_mutation1,,text,GNA11_VAF,,,,,,,,,,,,,
gna12_1,genomic_mutation1,,text,GNA12,,,,,,,,,,,,,
gna12_vaf_1,genomic_mutation1,,text,GNA12_VAF,,,,,,,,,,,,,
gna13_1,genomic_mutation1,,text,GNA13,,,,,,,,,,,,,
gna13_vaf_1,genomic_mutation1,,text,GNA13_VAF,,,,,,,,,,,,,
gnaq_1,genomic_mutation1,,text,GNAQ,,,,,,,,,,,,,
gnaq_vaf_1,genomic_mutation1,,text,GNAQ_VAF,,,,,,,,,,,,,
gnas_1,genomic_mutation1,,text,GNAS,,,,,,,,,,,,,
gnas_vaf_1,genomic_mutation1,,text,GNAS_VAF,,,,,,,,,,,,,
gpr124_1,genomic_mutation1,,text,GPR124,,,,,,,,,,,,,
gpr124_1_1,genomic_mutation1,,text,GPR124__1,,,,,,,,,,,,,
gpr124_1_vaf_1,genomic_mutation1,,text,GPR124__1_VAF,,,,,,,,,,,,,
gpr124_vaf_1,genomic_mutation1,,text,GPR124_VAF,,,,,,,,,,,,,
grin2a_1,genomic_mutation1,,text,GRIN2A,,,,,,,,,,,,,
grin2a_vaf_1,genomic_mutation1,,text,GRIN2A_VAF,,,,,,,,,,,,,
grm3_1,genomic_mutation1,,text,GRM3,,,,,,,,,,,,,
grm3_vaf_1,genomic_mutation1,,text,GRM3_VAF,,,,,,,,,,,,,
gsk3b_1,genomic_mutation1,,text,GSK3B,,,,,,,,,,,,,
gsk3b_vaf_1,genomic_mutation1,,text,GSK3B_VAF,,,,,,,,,,,,,
gtse1_1,genomic_mutation1,,text,GTSE1,,,,,,,,,,,,,
gtse1_vaf_1,genomic_mutation1,,text,GTSE1_VAF,,,,,,,,,,,,,
h3f3a_1,genomic_mutation1,,text,H3F3A,,,,,,,,,,,,,
h3f3a_vaf_1,genomic_mutation1,,text,H3F3A_VAF,,,,,,,,,,,,,
hdac1_1,genomic_mutation1,,text,HDAC1,,,,,,,,,,,,,
hdac1_vaf_1,genomic_mutation1,,text,HDAC1_VAF,,,,,,,,,,,,,
hdac4_1,genomic_mutation1,,text,HDAC4,,,,,,,,,,,,,
hdac4_vaf_1,genomic_mutation1,,text,HDAC4_VAF,,,,,,,,,,,,,
hdac7_1,genomic_mutation1,,text,HDAC7,,,,,,,,,,,,,
hdac7_vaf_1,genomic_mutation1,,text,HDAC7_VAF,,,,,,,,,,,,,
hgf_1,genomic_mutation1,,text,HGF,,,,,,,,,,,,,
hgf_vaf_1,genomic_mutation1,,text,HGF_VAF,,,,,,,,,,,,,
hist1h1_1,genomic_mutation1,,text,HIST1H1,,,,,,,,,,,,,
hist1h1_vaf_1,genomic_mutation1,,text,HIST1H1_VAF,,,,,,,,,,,,,
hist1h1c_1,genomic_mutation1,,text,HIST1H1C,,,,,,,,,,,,,
hist1h1c_vaf_1,genomic_mutation1,,text,HIST1H1C_VAF,,,,,,,,,,,,,
hist1h1d_1,genomic_mutation1,,text,HIST1H1D,,,,,,,,,,,,,
hist1h1d_vaf_1,genomic_mutation1,,text,HIST1H1D_VAF,,,,,,,,,,,,,
hist1h1e_1,genomic_mutation1,,text,HIST1H1E,,,,,,,,,,,,,
hist1h1e_vaf_1,genomic_mutation1,,text,HIST1H1E_VAF,,,,,,,,,,,,,
hist1h2ac_1,genomic_mutation1,,text,HIST1H2AC,,,,,,,,,,,,,
hist1h2ac_vaf_1,genomic_mutation1,,text,HIST1H2AC_VAF,,,,,,,,,,,,,
hist1h2ag_1,genomic_mutation1,,text,HIST1H2AG,,,,,,,,,,,,,
hist1h2ag_vaf_1,genomic_mutation1,,text,HIST1H2AG_VAF,,,,,,,,,,,,,
hist1h2al_1,genomic_mutation1,,text,HIST1H2AL,,,,,,,,,,,,,
hist1h2al_vaf_1,genomic_mutation1,,text,HIST1H2AL_VAF,,,,,,,,,,,,,
hist1h2bc_1,genomic_mutation1,,text,HIST1H2BC,,,,,,,,,,,,,
hist1h2bc_vaf_1,genomic_mutation1,,text,HIST1H2BC_VAF,,,,,,,,,,,,,
hist1h2bj_1,genomic_mutation1,,text,HIST1H2BJ,,,,,,,,,,,,,
hist1h2bj_vaf_1,genomic_mutation1,,text,HIST1H2BJ_VAF,,,,,,,,,,,,,
hist1h2bk_1,genomic_mutation1,,text,HIST1H2BK,,,,,,,,,,,,,
hist1h2bk_vaf_1,genomic_mutation1,,text,HIST1H2BK_VAF,,,,,,,,,,,,,
hist1h2bo_1,genomic_mutation1,,text,HIST1H2BO,,,,,,,,,,,,,
hist1h2bo_vaf_1,genomic_mutation1,,text,HIST1H2BO_VAF,,,,,,,,,,,,,
hnf1a_1,genomic_mutation1,,text,HNF1A,,,,,,,,,,,,,
hnf1a_vaf_1,genomic_mutation1,,text,HNF1A_VAF,,,,,,,,,,,,,
hoxd11_1,genomic_mutation1,,text,HOXD11,,,,,,,,,,,,,
hoxd11_vaf_1,genomic_mutation1,,text,HOXD11_VAF,,,,,,,,,,,,,
hras_1,genomic_mutation1,,text,HRAS,,,,,,,,,,,,,
hras_vaf_1,genomic_mutation1,,text,HRAS_VAF,,,,,,,,,,,,,
hsd3b1_1,genomic_mutation1,,text,HSD3B1,,,,,,,,,,,,,
hsd3b1_vaf_1,genomic_mutation1,,text,HSD3B1_VAF,,,,,,,,,,,,,
hsp90aa1_1,genomic_mutation1,,text,HSP90AA1,,,,,,,,,,,,,
hsp90aa1_vaf_1,genomic_mutation1,,text,HSP90AA1_VAF,,,,,,,,,,,,,
ick_1,genomic_mutation1,,text,ICK,,,,,,,,,,,,,
ick_vaf_1,genomic_mutation1,,text,ICK_VAF,,,,,,,,,,,,,
id3_1,genomic_mutation1,,text,ID3,,,,,,,,,,,,,
id3_vaf_1,genomic_mutation1,,text,ID3_VAF,,,,,,,,,,,,,
idh1_1,genomic_mutation1,,text,IDH1,,,,,,,,,,,,,
idh1_vaf_1,genomic_mutation1,,text,IDH1_VAF,,,,,,,,,,,,,
idh2_1,genomic_mutation1,,text,IDH2,,,,,,,,,,,,,
idh2_vaf_1,genomic_mutation1,,text,IDH2_VAF,,,,,,,,,,,,,
ifnl3_1,genomic_mutation1,,text,IFNL3,,,,,,,,,,,,,
ifnl3_vaf_1,genomic_mutation1,,text,IFNL3_VAF,,,,,,,,,,,,,
igf1r_1,genomic_mutation1,,text,IGF1R,,,,,,,,,,,,,
igf1r_vaf_1,genomic_mutation1,,text,IGF1R_VAF,,,,,,,,,,,,,
igf2_1,genomic_mutation1,,text,IGF2,,,,,,,,,,,,,
igf2_vaf_1,genomic_mutation1,,text,IGF2_VAF,,,,,,,,,,,,,
ikbke_1,genomic_mutation1,,text,IKBKE,,,,,,,,,,,,,
ikbke_vaf_1,genomic_mutation1,,text,IKBKE_VAF,,,,,,,,,,,,,
ikzf1_1,genomic_mutation1,,text,IKZF1,,,,,,,,,,,,,
ikzf1_vaf_1,genomic_mutation1,,text,IKZF1_VAF,,,,,,,,,,,,,
ikzf2_1,genomic_mutation1,,text,IKZF2,,,,,,,,,,,,,
ikzf2_vaf_1,genomic_mutation1,,text,IKZF2_VAF,,,,,,,,,,,,,
ikzf3_1,genomic_mutation1,,text,IKZF3,,,,,,,,,,,,,
ikzf3_vaf_1,genomic_mutation1,,text,IKZF3_VAF,,,,,,,,,,,,,
il7r_1,genomic_mutation1,,text,IL7R,,,,,,,,,,,,,
il7r_vaf_1,genomic_mutation1,,text,IL7R_VAF,,,,,,,,,,,,,
in1ppo4fb4_1,genomic_mutation1,,text,IN1PPO4FB4,,,,,,,,,,,,,
in1ppo4fb4_vaf_1,genomic_mutation1,,text,IN1PPO4FB4_VAF,,,,,,,,,,,,,
inhba_1,genomic_mutation1,,text,INHBA,,,,,,,,,,,,,
inhba_vaf_1,genomic_mutation1,,text,INHBA_VAF,,,,,,,,,,,,,
inpp4b_1,genomic_mutation1,,text,INPP4B,,,,,,,,,,,,,
inpp4b_vaf_1,genomic_mutation1,,text,INPP4B_VAF,,,,,,,,,,,,,
inpp5d_1,genomic_mutation1,,text,INPP5D,,,,,,,,,,,,,
inpp5d_vaf_1,genomic_mutation1,,text,INPP5D_VAF,,,,,,,,,,,,,
irf1_1,genomic_mutation1,,text,IRF1,,,,,,,,,,,,,
irf1_vaf_1,genomic_mutation1,,text,IRF1_VAF,,,,,,,,,,,,,
irf2_1,genomic_mutation1,,text,IRF2,,,,,,,,,,,,,
irf2_vaf_1,genomic_mutation1,,text,IRF2_VAF,,,,,,,,,,,,,
irf4_1,genomic_mutation1,,text,IRF4,,,,,,,,,,,,,
irf4_vaf_1,genomic_mutation1,,text,IRF4_VAF,,,,,,,,,,,,,
irf8_1,genomic_mutation1,,text,IRF8,,,,,,,,,,,,,
irf8_vaf_1,genomic_mutation1,,text,IRF8_VAF,,,,,,,,,,,,,
irs2_1,genomic_mutation1,,text,IRS2,,,,,,,,,,,,,
irs2_vaf_1,genomic_mutation1,,text,IRS2_VAF,,,,,,,,,,,,,
jak1_1,genomic_mutation1,,text,JAK1,,,,,,,,,,,,,
jak1_vaf_1,genomic_mutation1,,text,JAK1_VAF,,,,,,,,,,,,,
jak2_1,genomic_mutation1,,text,JAK2,,,,,,,,,,,,,
jak2_vaf_1,genomic_mutation1,,text,JAK2_VAF,,,,,,,,,,,,,
jak3_1,genomic_mutation1,,text,JAK3,,,,,,,,,,,,,
jak3_vaf_1,genomic_mutation1,,text,JAK3_VAF,,,,,,,,,,,,,
jarid2_1,genomic_mutation1,,text,JARID2,,,,,,,,,,,,,
jarid2_vaf_1,genomic_mutation1,,text,JARID2_VAF,,,,,,,,,,,,,
jun_1,genomic_mutation1,,text,JUN,,,,,,,,,,,,,
jun_vaf_1,genomic_mutation1,,text,JUN_VAF,,,,,,,,,,,,,
kat6a_1,genomic_mutation1,,text,KAT6A,,,,,,,,,,,,,
kat6a_vaf_1,genomic_mutation1,,text,KAT6A_VAF,,,,,,,,,,,,,
kdm2b_1,genomic_mutation1,,text,KDM2B,,,,,,,,,,,,,
kdm2b_vaf_1,genomic_mutation1,,text,KDM2B_VAF,,,,,,,,,,,,,
kdm4c_1,genomic_mutation1,,text,KDM4C,,,,,,,,,,,,,
kdm4c_vaf_1,genomic_mutation1,,text,KDM4C_VAF,,,,,,,,,,,,,
kdm5a_1,genomic_mutation1,,text,KDM5A,,,,,,,,,,,,,
kdm5a_vaf_1,genomic_mutation1,,text,KDM5A_VAF,,,,,,,,,,,,,
kdm5c_1,genomic_mutation1,,text,KDM5C,,,,,,,,,,,,,
kdm5c_vaf_1,genomic_mutation1,,text,KDM5C_VAF,,,,,,,,,,,,,
kdm6a_1,genomic_mutation1,,text,KDM6A,,,,,,,,,,,,,
kdm6a_vaf_1,genomic_mutation1,,text,KDM6A_VAF,,,,,,,,,,,,,
kdr_1,genomic_mutation1,,text,KDR,,,,,,,,,,,,,
kdr_vaf_1,genomic_mutation1,,text,KDR_VAF,,,,,,,,,,,,,
keap1_1,genomic_mutation1,,text,KEAP1,,,,,,,,,,,,,
keap1_vaf_1,genomic_mutation1,,text,KEAP1_VAF,,,,,,,,,,,,,
kel_1,genomic_mutation1,,text,KEL,,,,,,,,,,,,,
kel_vaf_1,genomic_mutation1,,text,KEL_VAF,,,,,,,,,,,,,
kit_1,genomic_mutation1,,text,KIT,,,,,,,,,,,,,
kit_vaf_1,genomic_mutation1,,text,KIT_VAF,,,,,,,,,,,,,
klf4_1,genomic_mutation1,,text,KLF4,,,,,,,,,,,,,
klf4_vaf_1,genomic_mutation1,,text,KLF4_VAF,,,,,,,,,,,,,
klhl6_1,genomic_mutation1,,text,KLHL6,,,,,,,,,,,,,
klhl6_vaf_1,genomic_mutation1,,text,KLHL6_VAF,,,,,,,,,,,,,
kmt2a_1,genomic_mutation1,,text,KMT2A,,,,,,,,,,,,,
kmt2a_vaf_1,genomic_mutation1,,text,KMT2A_VAF,,,,,,,,,,,,,
kmt2amll_1,genomic_mutation1,,text,KMT2A.MLL.,,,,,,,,,,,,,
kmt2amll_vaf_1,genomic_mutation1,,text,KMT2AMLL_VAF,,,,,,,,,,,,,
kmt2b_1,genomic_mutation1,,text,KMT2B,,,,,,,,,,,,,
kmt2b_vaf_1,genomic_mutation1,,text,KMT2B_VAF,,,,,,,,,,,,,
kmt2c_1,genomic_mutation1,,text,KMT2C,,,,,,,,,,,,,
kmt2c_vaf_1,genomic_mutation1,,text,KMT2C_VAF,,,,,,,,,,,,,
kmt2d_1,genomic_mutation1,,text,KMT2D,,,,,,,,,,,,,
kmt2d_vaf_1,genomic_mutation1,,text,KMT2D_VAF,,,,,,,,,,,,,
kras_1,genomic_mutation1,,text,KRAS,,,,,,,,,,,,,
kras_vaf_1,genomic_mutation1,,text,KRAS_VAF,,,,,,,,,,,,,
lef1_1,genomic_mutation1,,text,LEF1,,,,,,,,,,,,,
lef1_vaf_1,genomic_mutation1,,text,LEF1_VAF,,,,,,,,,,,,,
lmo1_1,genomic_mutation1,,text,LMO1,,,,,,,,,,,,,
lmo1_vaf_1,genomic_mutation1,,text,LMO1_VAF,,,,,,,,,,,,,
lrp1b_1,genomic_mutation1,,text,LRP1B,,,,,,,,,,,,,
lrp1b_vaf_1,genomic_mutation1,,text,LRP1B_VAF,,,,,,,,,,,,,
lrrk2_1,genomic_mutation1,,text,LRRK2,,,,,,,,,,,,,
lrrk2_vaf_1,genomic_mutation1,,text,LRRK2_VAF,,,,,,,,,,,,,
ltk_1,genomic_mutation1,,text,LTK,,,,,,,,,,,,,
ltk_vaf_1,genomic_mutation1,,text,LTK_VAF,,,,,,,,,,,,,
lyn_1,genomic_mutation1,,text,LYN,,,,,,,,,,,,,
lyn_vaf_1,genomic_mutation1,,text,LYN_VAF,,,,,,,,,,,,,
lztr1_1,genomic_mutation1,,text,LZTR1,,,,,,,,,,,,,
lztr1_vaf_1,genomic_mutation1,,text,LZTR1_VAF,,,,,,,,,,,,,
maf_1,genomic_mutation1,,text,MAF,,,,,,,,,,,,,
maf_vaf_1,genomic_mutation1,,text,MAF_VAF,,,,,,,,,,,,,
mafb_1,genomic_mutation1,,text,MAFB,,,,,,,,,,,,,
mafb_vaf_1,genomic_mutation1,,text,MAFB_VAF,,,,,,,,,,,,,
maged1_1,genomic_mutation1,,text,MAGED1,,,,,,,,,,,,,
maged1_vaf_1,genomic_mutation1,,text,MAGED1_VAF,,,,,,,,,,,,,
magi2_1,genomic_mutation1,,text,MAGI2,,,,,,,,,,,,,
magi2_vaf_1,genomic_mutation1,,text,MAGI2_VAF,,,,,,,,,,,,,
malt1_1,genomic_mutation1,,text,MALT1,,,,,,,,,,,,,
malt1_vaf_1,genomic_mutation1,,text,MALT1_VAF,,,,,,,,,,,,,
maml2_1,genomic_mutation1,,text,MAML2,,,,,,,,,,,,,
maml2_vaf_1,genomic_mutation1,,text,MAML2_VAF,,,,,,,,,,,,,
map2k1_1,genomic_mutation1,,text,MAP2K1,,,,,,,,,,,,,
map2k1_vaf_1,genomic_mutation1,,text,MAP2K1_VAF,,,,,,,,,,,,,
map2k2_1,genomic_mutation1,,text,MAP2K2,,,,,,,,,,,,,
map2k2_vaf_1,genomic_mutation1,,text,MAP2K2_VAF,,,,,,,,,,,,,
map2k2mek2_1,genomic_mutation1,,text,MAP2K2.MEK2.,,,,,,,,,,,,,
map2k2mek2_vaf_1,genomic_mutation1,,text,MAP2K2MEK2_VAF,,,,,,,,,,,,,
map2k4_1,genomic_mutation1,,text,MAP2K4,,,,,,,,,,,,,
map2k4_vaf_1,genomic_mutation1,,text,MAP2K4_VAF,,,,,,,,,,,,,
map3k1_1,genomic_mutation1,,text,MAP3K1,,,,,,,,,,,,,
map3k1_vaf_1,genomic_mutation1,,text,MAP3K1_VAF,,,,,,,,,,,,,
map3k13_1,genomic_mutation1,,text,MAP3K13,,,,,,,,,,,,,
map3k13_vaf_1,genomic_mutation1,,text,MAP3K13_VAF,,,,,,,,,,,,,
map3k14_1,genomic_mutation1,,text,MAP3K14,,,,,,,,,,,,,
map3k14_vaf_1,genomic_mutation1,,text,MAP3K14_VAF,,,,,,,,,,,,,
map3k6_1,genomic_mutation1,,text,MAP3K6,,,,,,,,,,,,,
map3k6_vaf_1,genomic_mutation1,,text,MAP3K6_VAF,,,,,,,,,,,,,
map3k7_1,genomic_mutation1,,text,MAP3K7,,,,,,,,,,,,,
map3k7_vaf_1,genomic_mutation1,,text,MAP3K7_VAF,,,,,,,,,,,,,
mapk1_1,genomic_mutation1,,text,MAPK1,,,,,,,,,,,,,
mapk1_vaf_1,genomic_mutation1,,text,MAPK1_VAF,,,,,,,,,,,,,
mcl1_1,genomic_mutation1,,text,MCL1,,,,,,,,,,,,,
mcl1_vaf_1,genomic_mutation1,,text,MCL1_VAF,,,,,,,,,,,,,
mdm2_1,genomic_mutation1,,text,MDM2,,,,,,,,,,,,,
mdm2_vaf_1,genomic_mutation1,,text,MDM2_VAF,,,,,,,,,,,,,
mdm4_1,genomic_mutation1,,text,MDM4,,,,,,,,,,,,,
mdm4_vaf_1,genomic_mutation1,,text,MDM4_VAF,,,,,,,,,,,,,
med12_1,genomic_mutation1,,text,MED12,,,,,,,,,,,,,
med12_vaf_1,genomic_mutation1,,text,MED12_VAF,,,,,,,,,,,,,
mef2b_1,genomic_mutation1,,text,MEF2B,,,,,,,,,,,,,
mef2b_vaf_1,genomic_mutation1,,text,MEF2B_VAF,,,,,,,,,,,,,
mef2c_1,genomic_mutation1,,text,MEF2C,,,,,,,,,,,,,
mef2c_vaf_1,genomic_mutation1,,text,MEF2C_VAF,,,,,,,,,,,,,
men1_1,genomic_mutation1,,text,MEN1,,,,,,,,,,,,,
men1_vaf_1,genomic_mutation1,,text,MEN1_VAF,,,,,,,,,,,,,
mertk_1,genomic_mutation1,,text,MERTK,,,,,,,,,,,,,
mertk_vaf_1,genomic_mutation1,,text,MERTK_VAF,,,,,,,,,,,,,
met_1,genomic_mutation1,,text,MET,,,,,,,,,,,,,
met_vaf_1,genomic_mutation1,,text,MET_VAF,,,,,,,,,,,,,
mib1_1,genomic_mutation1,,text,MIB1,,,,,,,,,,,,,
mib1_vaf_1,genomic_mutation1,,text,MIB1_VAF,,,,,,,,,,,,,
mitf_1,genomic_mutation1,,text,MITF,,,,,,,,,,,,,
mitf_vaf_1,genomic_mutation1,,text,MITF_VAF,,,,,,,,,,,,,
mki67_1,genomic_mutation1,,text,MKI67,,,,,,,,,,,,,
mki67_vaf_1,genomic_mutation1,,text,MKI67_VAF,,,,,,,,,,,,,
mknk1_1,genomic_mutation1,,text,MKNK1,,,,,,,,,,,,,
mknk1_vaf_1,genomic_mutation1,,text,"MKNK1_VAF
",,,,,,,,,,,,,
mlh1_1,genomic_mutation1,,text,MLH1,,,,,,,,,,,,,
mlh1_1_1,genomic_mutation1,,text,MLH1__1,,,,,,,,,,,,,
mlh1_1_vaf_1,genomic_mutation1,,text,MLH1__1_VAF,,,,,,,,,,,,,
mlh1_vaf_1,genomic_mutation1,,text,MLH1_VAF,,,,,,,,,,,,,
mll_1,genomic_mutation1,,text,MLL,,,,,,,,,,,,,
mll_vaf_1,genomic_mutation1,,text,MLL_VAF,,,,,,,,,,,,,
mll2_1,genomic_mutation1,,text,MLL2,,,,,,,,,,,,,
mll2_vaf_1,genomic_mutation1,,text,MLL2_VAF,,,,,,,,,,,,,
mll3_1,genomic_mutation1,,text,MLL3,,,,,,,,,,,,,
mll3_vaf_1,genomic_mutation1,,text,MLL3_VAF,,,,,,,,,,,,,
mllt1_1,genomic_mutation1,,text,MLLT1,,,,,,,,,,,,,
mllt1_vaf_1,genomic_mutation1,,text,MLLT1_VAF,,,,,,,,,,,,,
mpl_1,genomic_mutation1,,text,MPL,,,,,,,,,,,,,
mpl_vaf_1,genomic_mutation1,,text,MPL_VAF,,,,,,,,,,,,,
mre11_1,genomic_mutation1,,text,MRE11,,,,,,,,,,,,,
mre11_vaf_1,genomic_mutation1,,text,MRE11_VAF,,,,,,,,,,,,,
